,track,artist,duration (ms),popularity,uri,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time signature,labels
598,Unmade,Thom Yorke,267454,0,spotify:track:4rXDPFpzMyUIdEpNWiwzYV,0.186,0.3,9,-12.140999999999998,0.0368,0.974,0.924,0.0672,0.0877,96.563,3,0
599,Up Against (Blackout),Taking Back Sunday,182533,0,spotify:track:7dx3zyB8aQHd2LQm0u1lwS,0.5489999999999999,0.8759999999999999,6,-3.589,0.0404,0.000785,0.0,0.288,0.741,146.549,3,2
600,Uprising,Muse,304840,75,spotify:track:4VqPOruhp5EdPBeR92t6lQ,0.602,0.905,2,-4.046,0.0775,0.000202,0.064,0.117,0.411,128.019,4,2
601,Used to Be,Jurrivh,265641,38,spotify:track:0p44zFo2S1c50vmx0B7mPF,0.201,0.0394,10,-21.798,0.0334,0.989,0.8390000000000001,0.0881,0.0754,73.742,4,3
602,Vagabond,Steve Gunn,301960,20,spotify:track:5gDZbPycrRPF5mC4voMg89,0.545,0.7879999999999999,11,-3.968,0.0281,0.0888,0.0258,0.0765,0.647,129.922,4,0
603,Vague,Amaranth Cove,143000,59,spotify:track:3IOXceWmoCrTyl5TXFDzWu,0.32,0.253,10,-17.843,0.0356,0.8809999999999999,0.935,0.121,0.125,140.029,4,3
604,Valse Lente,Wilson Trouvé,145807,31,spotify:track:6eTQcsb7NrdgPIZAHchT9k,0.366,0.0518,3,-26.901,0.0402,0.996,0.909,0.179,0.39,182.774,3,3
605,Vamos,Dimitri Vangelis & Wyman,181237,42,spotify:track:0i6KOje3rNRSNPw0vy803g,0.52,0.975,2,-3.66,0.0839,0.00209,0.213,0.148,0.254,128.017,4,2
606,Venom,Dave202,194500,42,spotify:track:4EvAP7MWnjDMkADXXEuF5t,0.357,0.851,2,-6.103,0.0534,0.159,0.866,0.146,0.241,130.013,4,1
607,Video Games - Remastered,Lana Del Rey,281960,68,spotify:track:0fBSs3fRoh1yJcne77fdu9,0.236,0.249,6,-9.595,0.0348,0.8109999999999999,1e-06,0.087,0.181,72.847,5,0
608,Video Killed The Radio Star,The Buggles,252773,71,spotify:track:7o7E1nrHWncYY7PY94gCiX,0.68,0.6779999999999999,1,-11.548,0.0754,0.103,0.00828,0.204,0.251,131.165,4,1
609,Virtual Insanity - Remastered,Jamiroquai,228333,0,spotify:track:0dCr3qIupWh36ilLjRHi4P,0.6509999999999999,0.946,6,-4.717,0.101,0.13,0.0,0.148,0.508,91.911,4,1
610,Viva La Vida,Coldplay,242373,56,spotify:track:5S6pYZD8WH3OQapDHTDM9M,0.485,0.619,5,-7.115,0.0289,0.0941,3.31e-06,0.109,0.416,138.017,4,1
611,Voices,Disturbed,191960,54,spotify:track:47H4oc7Zkihwae7ST7F4zp,0.589,0.983,10,-2.521,0.121,0.000116,0.00211,0.0628,0.469,110.007,4,2
612,Wait For Me,Steve Brian,217142,52,spotify:track:6laq4MxNrh2ZKZGLhB7G0V,0.465,0.7390000000000001,10,-7.786,0.0648,0.00987,1.88e-06,0.373,0.0652,125.994,4,1
613,Waiting,Alice Boman,184320,0,spotify:track:7eClkLWbrr3TorYedzaDkI,0.236,0.33,8,-10.085,0.0325,0.975,0.126,0.116,0.0827,86.546,4,0
614,Waiting For Tomorrow (feat. Mike Shinoda),Martin Garrix,247504,56,spotify:track:27YP211Rr8RezhiFVDLFI8,0.507,0.887,5,-4.084,0.141,0.00731,0.0,0.562,0.336,128.015,4,2
615,Waiting On the World to Change,John Mayer,201173,74,spotify:track:5imShWWzwqfAJ9gXFpGAQh,0.5770000000000001,0.7559999999999999,2,-5.82,0.115,0.159,0.000232,0.249,0.6629999999999999,176.75,4,1
616,Waiting like the Storm,Rand Aldo,257625,52,spotify:track:1CIIzFfELXMwLyKaGdpTul,0.162,0.0564,5,-20.696,0.0341,0.946,0.889,0.101,0.0361,60.01,4,3
617,War,Kensington,176652,0,spotify:track:3h1in20DlO5KaSP1vLED90,0.6409999999999999,0.8059999999999999,8,-6.2810000000000015,0.0323,0.079,0.00158,0.0708,0.721,125.987,4,1
618,Wash It All Away,Five Finger Death Punch,224906,63,spotify:track:6AKWOVOJ81OQfsgxZbJ6QN,0.485,0.987,4,-3.1,0.0738,2.08e-05,0.0,0.267,0.272,123.576,4,2
619,Watching Clouds Disappear,Florejan,142861,35,spotify:track:18HZyQSQdmtxv5i9YSHJTw,0.495,0.0191,5,-26.317,0.0362,0.99,0.902,0.113,0.243,112.814,4,3
620,Water Colors,Star Slide,182079,50,spotify:track:7rpGOF9MwCP2Oaz9yDO452,0.465,0.12,7,-19.328,0.0386,0.633,0.937,0.085,0.0659,72.021,4,3
621,Water Lillies,A Teardrop In The Lake,228000,49,spotify:track:1sVIrkPZob1Ul6aIqy8n8z,0.234,0.226,0,-15.991,0.0368,0.848,0.942,0.111,0.0388,139.921,5,3
622,Watersong,Cranes,231506,35,spotify:track:60kgQtJNMGRaFfzwy18XUY,0.6559999999999999,0.102,4,-20.337,0.0373,0.809,0.7879999999999999,0.0874,0.595,118.373,3,0
623,Wave of Mutilation,Beacon,149635,31,spotify:track:1BEljQOZPNNjsC3nfIAHxS,0.481,0.229,6,-13.5,0.0342,0.8420000000000001,0.00205,0.105,0.0525,92.014,4,0
624,We Are Your Friends - Justice Vs Simian,Simian,262773,62,spotify:track:49ErwcBYfYRPNBdRuPvpYA,0.615,0.97,9,1.342,0.119,0.0104,0.384,0.178,0.507,122.993,4,1
625,We Wait,Other Lives,221662,39,spotify:track:3QeaXGKRvt8cfHdrfdk5pL,0.387,0.5770000000000001,1,-8.259,0.0353,0.654,0.127,0.163,0.447,149.048,4,0
626,Welcome Home,Coheed and Cambria,374973,64,spotify:track:42GP0xKtkolBnmqQRvSllO,0.442,0.951,11,-5.27,0.11,0.00648,1.12e-06,0.0887,0.158,154.004,4,2
627,"Welcome Home, Son",Radical Face,285320,0,spotify:track:13PUJCvdTSCT1dn70tlGdm,0.601,0.537,6,-9.464,0.0296,0.743,0.732,0.143,0.394,144.994,3,0
628,What I Like About You,The Romantics,175400,68,spotify:track:6NdcSEhpGGAYXNnnhGS2s6,0.542,0.915,9,-9.637,0.0549,0.319,5.34e-05,0.171,0.92,159.81,4,1
629,What Should Have Been,Ron Verboom,152157,30,spotify:track:0joCizO7Hg4JxL3o9mRAKA,0.322,0.149,2,-17.948,0.0515,0.994,0.92,0.122,0.0655,114.695,4,3
630,What You Love You Must Love Now,The Six Parts Seven,322160,59,spotify:track:3L0fPX8biELkH57fF3Exkd,0.256,0.456,4,-10.865,0.0306,0.3670000000000001,0.8809999999999999,0.119,0.0682,70.357,4,3
631,What's Good,Fenne Lily,216875,49,spotify:track:6OBl3esnGuz8PllwDWinWS,0.542,0.0957,8,-14.518,0.0404,0.935,6.4e-06,0.182,0.259,134.739,4,0
632,When The World Stood Still,Florejan Verschueren,217339,35,spotify:track:0w9rKPt8242huJZKFA1zGX,0.461,0.0167,9,-22.104,0.0509,0.989,0.848,0.11,0.259,73.77,3,3
633,When They Come,Threading Hair,262000,57,spotify:track:100jBpD7nuiMriR7ErXQ9S,0.501,0.378,6,-14.959,0.0269,0.922,0.825,0.115,0.193,108.034,4,3
634,When You Left,Rouge Haven,177224,52,spotify:track:1uu52K2fxY7Hl4LQ8AtTyY,0.56,0.0853,5,-15.918,0.0324,0.984,0.918,0.108,0.113,96.646,4,3
635,Where Your Mind Wants to Go - RONE Remix,Blonde Redhead,336481,14,spotify:track:4pODZqgdj6Iwci7jruY5xf,0.6509999999999999,0.848,10,-8.941,0.0458,0.333,0.763,0.101,0.154,119.977,4,0
636,While the Rest of the World Sleeps,Josh Kramer,231841,35,spotify:track:4Hi0t9QQODb9k3aSM8SFb6,0.423,0.0442,11,-21.088,0.0378,0.988,0.947,0.108,0.182,73.407,4,3
637,Whiskey In The Jar,Metallica,304893,0,spotify:track:77gY3WsOnEsq9JOWgBmdLj,0.511,0.972,10,-3.751,0.0413,5.36e-06,0.00101,0.19,0.532,132.97,4,2
638,White Lies,Stacy Crowne,208353,18,spotify:track:0BvlCuNiWLE78NiZCiUxM7,0.336,0.88,6,-5.675,0.0739,0.00797,0.0,0.445,0.485,155.004,4,2
639,White Lies - Guy Arthur Remix,The Him,210000,44,spotify:track:1FoMWISq2KNqKappkrG5Yo,0.6559999999999999,0.8959999999999999,9,-4.461,0.0936,0.00428,0.000137,0.192,0.506,128.026,4,2
640,White Sparks,Wilson Trouvé,126801,30,spotify:track:7LF1XX9NNuvFtrRliJSEoh,0.574,0.0835,10,-22.763,0.0413,0.989,0.935,0.117,0.265,106.027,4,3
641,Whitehaven,Martèn LeGrand,219000,28,spotify:track:2WuNoTD5hLhu1yVgMarTFq,0.498,0.18,4,-19.81900000000001,0.0426,0.983,0.928,0.0924,0.038,77.407,3,3
642,Why Can't We Be Friends?,War,230066,58,spotify:track:413T0g8pNNXYX6t5RqHvx7,0.7759999999999999,0.7140000000000001,10,-9.044,0.0388,0.19,0.0,0.506,0.962,92.448,4,1
643,Wild Trails,Epi-Soothe,218501,52,spotify:track:2urxHALnoeVxG82o57q0ny,0.213,0.233,4,-14.347,0.0289,0.742,0.8809999999999999,0.149,0.0378,94.94,3,3
644,Wild Wild Son - Club Mix,Armin van Buuren,218200,35,spotify:track:2Fgo49RzWsVWKcwAksPWq8,0.526,0.867,5,-4.332,0.0659,0.00138,0.00064,0.0975,0.12,132.106,4,2
645,Willet,Dust Follows,179610,48,spotify:track:6UesrqZXshkMjY07kVnlkU,0.425,0.168,0,-14.064,0.0322,0.967,0.818,0.16,0.0376,90.076,4,3
646,Winter Scenery,Wilson Trouvé,171283,29,spotify:track:2F4iGuSSSRWpYCeWN4SoRr,0.79,0.179,11,-25.43,0.0853,0.993,0.965,0.102,0.562,80.993,4,3
647,Wish I Was Better,Kina,140571,70,spotify:track:1kAkUHFb7ryeVkVSRD6Nkj,0.732,0.304,0,-13.086,0.111,0.747,6.13e-05,0.143,0.185,139.965,4,0
648,Wish You Were Here - 2011 Remastered Version,Pink Floyd,334743,0,spotify:track:1wHSxWBfPr3GO31y8KGrWe,0.481,0.262,7,-15.73,0.0414,0.735,0.0114,0.8320000000000001,0.375,122.883,4,0
649,Wished,Sorry,193074,28,spotify:track:4wIBISN9EpHsQI90SbLhad,0.445,0.536,7,-7.65,0.0261,0.332,0.0645,0.0576,0.486,172.15,4,0
650,Without,The Exies,209906,19,spotify:track:4qguRyO5RJexa48AuRwkLZ,0.523,0.95,6,-4.415,0.0467,0.000357,0.0,0.0944,0.479,99.231,4,2
651,Wolkendans,Doeke,120029,32,spotify:track:3BuuxHhwQ4AQvDA9dzvSry,0.38,0.0355,0,-27.118,0.0465,0.996,0.91,0.115,0.22,179.205,4,3
652,Wonderful Together (feat. Envy Monroe),Blasterjaxx,203076,53,spotify:track:3UaStdVN7y9A6ktTmkFDTk,0.591,0.759,5,-3.785,0.0404,0.0484,1.23e-06,0.108,0.235,130.043,4,1
653,Wonderwall,Oasis,258906,15,spotify:track:79RUMZfMNMpqZnswovvTqv,0.412,0.8440000000000001,2,-5.613,0.037,0.00214,0.0,0.134,0.459,174.452,4,1
654,Woodland Heart,Ghost Of Summer,160105,53,spotify:track:1z7GhYG0KqAmebdLfuoYho,0.516,0.177,3,-20.473,0.0312,0.84,0.8170000000000001,0.135,0.132,94.994,3,3
655,Words I Heard,Julia Holter,399012,18,spotify:track:12nUGGcjJgQYkGawzk0rJp,0.124,0.347,1,-11.392,0.0335,0.228,0.00325,0.147,0.16,76.868,4,0
656,Worlds Collide - Edison Cole Remix,NERVO,192413,55,spotify:track:3JqpIjrQfmW68YkpxXWPL4,0.631,0.862,8,-4.114,0.0515,0.0149,6.23e-05,0.103,0.438,145.01,4,1
657,Would You Rather,Phoebe Bridgers,199080,49,spotify:track:4ctEt5qumxA8RuzdeQagkk,0.482,0.363,10,-10.925999999999998,0.0309,0.936,0.000109,0.104,0.261,135.779,4,0
658,Wrong Way,Sublime,136360,1,spotify:track:6uUqBB6wXrcIJWssTRfIYE,0.6629999999999999,0.6709999999999999,9,-6.103,0.0395,0.0655,0.0,0.107,0.955,74.453,4,2
659,Yam Yam,No Vacation,216038,0,spotify:track:1j56M8iOGH48yuKqj64qGK,0.445,0.591,7,-9.004,0.0316,0.319,0.7659999999999999,0.107,0.0774,137.864,4,0
660,You Are Safe With Me,Jef Martens,86125,35,spotify:track:4t2XUVB63KvQWeAlAaaqAz,0.392,0.039,9,-27.643,0.0312,0.99,0.949,0.1,0.389,99.731,4,3
661,You Can't Rely on My Love,Mordkey,188571,52,spotify:track:6Nl2wvFyKjiyPKrhE4Rth1,0.6859999999999999,0.775,11,-7.247000000000001,0.185,0.0534,9.39e-06,0.44,0.454,126.013,4,1
662,You Get What You Give,New Radicals,300773,1,spotify:track:32lF1rsInDTdK6Av3KdfaY,0.621,0.901,2,-5.396,0.0302,0.17,0.0,0.0875,0.7440000000000001,113.967,4,1
663,You Were Bored,Loyal Lobos,263080,36,spotify:track:5BIWF6L3DnPkcuEuZmLHDz,0.291,0.419,6,-10.33,0.0305,0.7809999999999999,0.00433,0.113,0.0613,114.935,4,0
664,"You're Gonna Go Far, Kid",Various Artists,178333,0,spotify:track:7oypoJJHZOALqQlGKpTefk,0.547,0.877,9,-5.135,0.0658,0.00485,0.0,0.247,0.611,126.083,4,2
665,You're My Best Friend - Remastered 2011,Queen,170800,57,spotify:track:4vEXJ6NvEwS8ptynkNswaa,0.518,0.7609999999999999,0,-7.025,0.0452,0.158,0.00765,0.0715,0.5760000000000001,118.738,4,1
666,Your Turn Now,Aaron Smith,239500,49,spotify:track:6Ij1Soe86rp6D9YsxwCz9N,0.634,0.193,7,-9.503,0.0277,0.8190000000000001,0.0,0.113,0.159,95.004,4,0
667,Youth,Daughter,251626,0,spotify:track:1JDMO4EVPHtm0xXhJb2IjR,0.588,0.477,9,-12.71,0.0492,0.61,0.00188,0.122,0.488,150.39600000000004,4,0
668,alpha waves,Eucalyptic,205127,59,spotify:track:5ZCW5CDwhfXJGL2MzxGwhx,0.561,0.314,4,-16.989,0.0281,0.795,0.8759999999999999,0.115,0.0883,95.931,4,3
669,blue,Kamal.,184500,58,spotify:track:7pt64sepCy5QmDrgy9wOJS,0.725,0.258,11,-14.065,0.255,0.6679999999999999,2.63e-05,0.0955,0.173,127.876,3,0
670,coeur noir,Leo Nocta,262280,34,spotify:track:0JsYp2UosjQpePYbHCvXWZ,0.235,0.233,11,-21.173,0.0712,0.926,0.89,0.069,0.1639999999999999,66.866,3,3
671,comethru,Jeremy Zucker,181613,78,spotify:track:18uwL0vNUanqZH0ro2QcOP,0.795,0.178,0,-11.991,0.0574,0.607,0.0,0.623,0.608,93.982,4,0
672,cry on airplanes,Julian,226000,40,spotify:track:1elEZGOMFRU5n7bnOtUaqi,0.763,0.3720000000000001,5,-7.07,0.0683,0.5479999999999999,0.000638,0.116,0.76,85.01,4,0
673,i don't want to watch the world end with someone else,Clinton Kane,184505,68,spotify:track:58qX77t2VWMWcycsh9zKLc,0.535,0.359,2,-9.343,0.0607,0.7709999999999999,0.0,0.111,0.488,154.16299999999995,4,0
674,lovely (with Khalid),Billie Eilish,200185,88,spotify:track:0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,4,-10.109,0.0333,0.934,0.0,0.095,0.12,115.284,4,0
675,mellow,cloudcrush,144434,48,spotify:track:1yJXNOEP2bq1N1691n37oS,0.609,0.157,0,-15.792,0.0322,0.985,0.792,0.112,0.0698,111.966,4,3
676,no song without you,HONNE,161536,75,spotify:track:3KKUf8F2hktFscLgbH4YwR,0.778,0.462,0,-12.729,0.0359,0.463,0.583,0.11,0.8170000000000001,105.45,4,0
677,pass you by,Alaina Castillo,245945,60,spotify:track:4NVwMupCTfITPXetR5aozp,0.51,0.355,11,-6.882999999999999,0.0287,0.892,0.0,0.133,0.453,141.796,4,0
678,the frost,praam,254440,35,spotify:track:7l4b5JYnl1WwUfvJgKmUwr,0.259,0.259,3,-18.89,0.0594,0.956,0.942,0.0923,0.0403,123.693,4,3
679,the theme song,Teodor Wolgers,159840,36,spotify:track:3n2QaRyg5nTg5Cwwq5mw3Q,0.604,0.03,0,-27.007,0.0386,0.986,0.952,0.105,0.15,117.781,4,3
680,when the party's over,Billie Eilish,196077,87,spotify:track:43zdsphuZLzwA9k4DJhU0I,0.3670000000000001,0.111,4,-14.084,0.0972,0.978,3.97e-05,0.0897,0.198,82.64200000000002,4,0
681,windcatcher,Leo Nocta,123066,36,spotify:track:59VApBbrS2IADQk4ml5mdo,0.402,0.236,0,-20.615,0.0603,0.961,0.919,0.0921,0.146,129.736,3,3
682,yellow is the color of her eyes,Soccer Mommy,435080,5,spotify:track:4D3nttJPU6L0M2epr7sId6,0.452,0.515,11,-7.351,0.0255,0.757,0.12,0.14,0.191,80.53699999999998,4,0
683,you broke me first,Tate McRae,169265,87,spotify:track:45bE4HXI0AwGZXfZtMp8JR,0.642,0.374,4,-9.386,0.0545,0.7859999999999999,0.0,0.0906,0.0799,124.099,4,0
684,you were good to me,Jeremy Zucker,219146,76,spotify:track:4CxFN5zON70B3VOPBYbd6P,0.561,0.0848,2,-15.099,0.0404,0.913,2.62e-05,0.112,0.206,102.128,4,0
685,æfre,praam,186331,41,spotify:track:2irbT1BSYaIEF44PlyKaoM,0.377,0.0156,0,-28.435,0.0397,0.994,0.8809999999999999,0.0991,0.0804,140.179,4,3
0,Chamber Of Reflection,Mac DeMarco,231723,1,spotify:track:1MJ5f5EYBC92ADD6xcz7nb,0.537,0.558,11,-8.678,0.0929,0.263,0.91,0.102,0.505,131.037,4,3
1,Go Easy,Mac DeMarco,204901,0,spotify:track:5FMu7ZbfPXmGeOU7FnGijE,0.332,0.785,4,-7.136,0.149,0.287,0.108,0.301,0.534,152.609,4,3
2,FACE,BROCKHAMPTON,259000,64,spotify:track:5bknBRjKJZ643DAN2w8Yoy,0.945,0.702,11,-5.016,0.12,0.591,0.000538,0.0788,0.678,119.887,4,3
3,Nightcall,Kavinsky,257320,64,spotify:track:73bDvrmSBh2fr53tLDH9oA,0.509,0.856,9,-5.091,0.0553,0.00895,0.0108,0.424,0.427,91.02,4,3
4,Daydream in Blue - BBC Radio 2 Session,I Monster,238737,51,spotify:track:159xHPF9XxKuMWEsB9Pg5W,0.849,0.178,5,-14.839,0.0619,0.236,0.459,0.0756,0.317,135.335,4,3
5,Stillness,Fraser Jaspal,142008,55,spotify:track:0SGBSwX49QWTGiXMu39mUz,0.52,0.00486,2,-30.233,0.0457,0.996,0.95,0.111,0.561,75.342,4,3
6,Air from Air,Yasuo Zen,199428,68,spotify:track:7jUgBIVfc6C2YfFqFmETxz,0.538,0.0101,6,-29.191,0.0363,0.995,0.942,0.088,0.481,68.322,4,3
7,Us,R. York,108730,59,spotify:track:7tPR6ChfHJvkYPK0Zy5zkK,0.428,0.0064,7,-34.581,0.0488,0.995,0.95,0.0838,0.0934,43.385,4,3
8,Lisser,Miran,125041,68,spotify:track:7JuANIIOksqHRFXgE8tEld,0.325,0.0615,4,-27.534,0.0352,0.984,0.923,0.082,0.312,94.597,3,3
9,What It Should Look Like,Tom Leaman,122245,51,spotify:track:6rWa5bTCCZQIv0qKekqhnC,0.429,0.0341,7,-26.623,0.0395,0.995,0.954,0.118,0.421,107.798,3,3
10,Con Cariño,Josephe Burke,146679,62,spotify:track:5Wp5IP3REfgDJnxKeUOfb3,0.493,0.0372,1,-25.785,0.0459,0.995,0.925,0.122,0.348,62.039,3,3
11,Amber,Kepus,123304,50,spotify:track:6KMs0FhZnbJZINvhguzhpe,0.358,0.0226,11,-29.195,0.0623,0.994,0.894,0.0991,0.401,86.595,4,3
12,Emerald Enlightenment,Aramis Morel,99567,70,spotify:track:4uoJsS8jQmsHmdoORGzxh0,0.412,0.0289,10,-32.394,0.0517,0.996,0.958,0.0895,0.27,151.381,3,3
13,Down The Line,Cassandra Millen,146862,50,spotify:track:25DsngbeW7QvMTuPJBy8ww,0.391,0.00926,9,-29.409,0.046,0.993,0.94,0.093,0.176,95.998,3,3
14,Nuxe,Valla,138576,50,spotify:track:6h0V5bM7dDmwvrrmqHVlPE,0.445,0.0199,5,-28.408,0.0418,0.995,0.938,0.111,0.272,170.355,4,3
15,Hand in Hand,Kylian Rebour,108022,64,spotify:track:23yqVbpiJoMHTs0RX4aPE7,0.616,0.0148,8,-30.179,0.069,0.992,0.964,0.113,0.361,89.902,3,3
16,Eventus Memoria,Adelaide Fleur,127000,49,spotify:track:4fGktu4RYSYuF05at1ToLu,0.476,0.0039,8,-36.014,0.0379,0.995,0.919,0.113,0.0922,60.008,3,3
17,This Tender Appeal,Allysium,168498,69,spotify:track:3RI7rnK1YgmyRcXq9pkMqQ,0.435,0.0404,4,-26.262,0.0358,0.984,0.96,0.0952,0.193,95.929,4,3
18,Forever Yours,Christoff Joyce,115500,55,spotify:track:6UYwmgIdSTsPLCRK66yry4,0.535,0.0128,8,-27.779,0.0444,0.992,0.969,0.112,0.625,67.948,4,3
19,Quiet Eyes,Davignon,141451,66,spotify:track:2oafUifmaR1uBS3o9o7uLO,0.345,0.0305,6,-24.169,0.0326,0.987,0.935,0.1,0.137,162.612,4,3
20,A Part Of Us,Eirin Nordness,117610,57,spotify:track:5aC8nrtrXpYfnhnRyG9LgI,0.439,0.00241,3,-32.12,0.0442,0.992,0.966,0.107,0.604,136.725,4,3
21,The Slow Down,Allysium,129071,58,spotify:track:6aJr5IVYDQ7tffAm8MhG7G,0.34,0.0276,10,-25.198,0.0356,0.981,0.909,0.114,0.151,145.417,4,3
22,Emerald of the East,Macan Moreira,119878,27,spotify:track:6fo9G6qHkya3qFKRi5ujkp,0.337,0.0355,10,-31.457,0.0383,0.994,0.895,0.116,0.199,70.583,4,3
23,Warm,Cinthya Garcia,127500,52,spotify:track:03zca5jNCKSk4uttDewQ42,0.462,0.013,2,-32.452,0.0979,0.994,0.966,0.0999,0.225,65.967,4,3
24,With You,Cary Appleby,140967,43,spotify:track:7uVYkqXcq6qeUuzIRWUUSS,0.341,0.0326,0,-27.153,0.0375,0.989,0.907,0.11,0.152,68.893,3,3
25,Segments in Time,Ryley Moss,126880,47,spotify:track:4od4sgAzoqR9y3ybPnnmrV,0.283,0.0652,7,-27.036,0.0515,0.985,0.912,0.11,0.353,95.086,4,3
26,Onward,Remi Sinclair,134000,43,spotify:track:6zo1cdRzbCvGZmJVJEk8TS,0.509,0.0154,9,-30.485,0.0588,0.99,0.927,0.185,0.37,132.55,4,3
27,Muse,Ina Lawson,133375,60,spotify:track:3SV20Qhy0Ttd1f8fIZQiUT,0.43,0.00699,10,-27.595,0.0447,0.993,0.953,0.105,0.19,76.73,1,3
28,Night,Coeur,148000,61,spotify:track:6gP1lRXjWOCwkwOiuhITvm,0.25,0.0067,11,-32.452,0.0568,0.995,0.962,0.0939,0.0921,76.303,4,3
29,Hologram,"Treman, Czarina Frost",118356,48,spotify:track:42c7TYsycEaQtVZPMG79Os,0.268,0.0056,6,-39.121,0.0396,0.99,0.958,0.0727,0.138,145.925,4,3
30,A Time Long Ago,Polly Carter,135105,63,spotify:track:67ntAUXUgYdO3YUt04zk5E,0.328,0.00746,0,-28.584,0.0356,0.989,0.883,0.134,0.178,95.437,4,3
31,Expecting,Oscar Mallen,115812,50,spotify:track:4ONnpRLMllzCj31t12QCaT,0.492,0.0666,2,-24.054,0.0416,0.982,0.956,0.101,0.216,80.858,3,3
32,Lofoten,Otto Noir,161913,60,spotify:track:3cn7PHrN7FdhOrH2wqPeKe,0.292,0.0747,1,-30.565,0.04,0.993,0.894,0.106,0.409,87.915,4,3
33,Healing,Mima Renard,126529,33,spotify:track:2e68vzuzRv3GFUtYDO7NBE,0.368,0.0288,11,-31.382,0.0365,0.993,0.871,0.0818,0.205,98.649,4,3
34,Met Her at a Bar,Otto Wahl,126750,48,spotify:track:4xMHvbwPvXHFRKjbij64eM,0.721,0.0366,5,-29.638,0.0877,0.995,0.963,0.107,0.397,80.005,3,3
35,Springtime,Auley Gere,110000,45,spotify:track:5HtpzebnaIKe33vWPClB0u,0.469,0.0405,5,-29.387,0.0328,0.99,0.931,0.106,0.538,81.273,3,3
36,Stay,Séverine Royal,151415,43,spotify:track:7lZYzGYEEIFEIZef12LwOp,0.564,0.00521,3,-26.327,0.0485,0.995,0.964,0.1,0.234,71.948,3,3
37,For the Love of You,Henriette Fleich,107730,66,spotify:track:7hJHeX4A3TdI0cDElWu3Zk,0.463,0.0258,1,-29.634,0.0411,0.991,0.943,0.11,0.303,116.571,4,3
38,Lullaby,Ben Crosland,143406,51,spotify:track:3U987lHXBgataMkhfi7YAL,0.381,0.0242,9,-27.867,0.0383,0.992,0.92,0.103,0.346,65.712,3,3
39,Et løfte,Tosh Møller,134428,45,spotify:track:4KB0FsNnaynCa0Zx8V6h9C,0.43,0.0809,7,-24.463,0.0413,0.993,0.94,0.0984,0.643,140.563,4,3
40,La douche sonore,Emilia Branco,138829,49,spotify:track:79QWY71xWy96RCEZK720en,0.366,0.0329,10,-27.124,0.0329,0.994,0.909,0.116,0.211,99.478,3,3
41,Fallen Flowers,Akira Kosemura,189940,42,spotify:track:7AZCidWfobiJzWoxPB67gr,0.586,0.0805,8,-23.081,0.0341,0.987,0.943,0.0948,0.213,112.213,4,3
42,The Light Of That Morning,Kisane,154620,48,spotify:track:3hA4o2GOVotNTAzZEY7kBj,0.627,0.0119,10,-26.341,0.0534,0.995,0.941,0.11,0.373,87.369,3,3
43,Green Leaves,Klaüs,122584,48,spotify:track:1TsMXS2Xy3TSP6LkHEw2WY,0.459,0.0109,11,-30.142,0.0489,0.995,0.952,0.0965,0.381,103.392,3,3
44,Emergence,Cai Harrington,126579,51,spotify:track:31euvr3EhfWo8GbsVVsQjy,0.389,0.025,8,-25.448,0.0504,0.994,0.945,0.112,0.327,78.064,4,3
45,Azalea,Chad Hammond,143750,60,spotify:track:0Y8MBkgAK872pVX48wWpL5,0.351,0.0335,7,-30.558,0.033,0.992,0.919,0.087,0.24,94.378,3,3
46,November Birdie,El Pianista Manco,162178,62,spotify:track:3N79AZhe7FiBgF7leqGhHt,0.258,0.00467,3,-36.399,0.0404,0.995,0.939,0.102,0.285,72.024,4,3
47,So Ro Lilleman,Sofia Runmon,94609,57,spotify:track:27vBoR2y5SuRtV2YgvgtS0,0.553,0.00741,9,-27.727,0.0514,0.996,0.958,0.0837,0.359,135.907,4,3
48,Connect,Christian Janssen,107728,35,spotify:track:3KSPjzcAseKtixjfaP0g7p,0.376,0.0618,2,-28.824,0.03,0.994,0.903,0.103,0.131,90.164,3,3
49,Sagesse en Amour,Steve Mokwebe,141775,46,spotify:track:7MJcTb10o1gms7Gr641tj7,0.372,0.0071,5,-33.658,0.0617,0.995,0.976,0.0863,0.577,181.504,3,3
50,Embrace Me,Carin Florie,156574,46,spotify:track:4XcCAB5G21D6BZzobQBZMw,0.413,0.0615,3,-25.365,0.0466,0.994,0.954,0.103,0.321,69.462,4,3
51,Azul,Emilio Chiara,120202,56,spotify:track:1cTCSy4aSPecGDDx3wqUjD,0.331,0.0327,8,-26.863,0.0395,0.994,0.909,0.112,0.223,82.838,3,3
52,Dovetail,Luiza Schmidt,121318,51,spotify:track:25UlllA0GGWjKK8ndbBk57,0.471,0.207,3,-29.978,0.0323,0.992,0.949,0.108,0.37,105.684,3,3
53,Distance,Gian Moran,130013,46,spotify:track:2kfYhnurfTZzBOei3IxO6K,0.322,0.00785,1,-29.808,0.0348,0.989,0.934,0.102,0.198,75.871,3,3
54,Open Sail,Allysium,128608,61,spotify:track:5fOv8ynuVRniCFLQ48grdI,0.398,0.0173,2,-25.326,0.0435,0.995,0.922,0.0983,0.122,75.821,5,3
