,track,artist,duration (ms),popularity,uri,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time signature,labels
435,Quick Canal (W/ Laetita Sadier),Atlas Sound,518373,42,spotify:track:2mJhNvt2dDCfcNn8IZg6sF,0.299,0.541,7,-10.640999999999998,0.0513,0.1689999999999999,0.795,0.132,0.191,142.724,4,0
436,Quiet Room,Various Artists,156413,0,spotify:track:5uTfZTuLLGbq1qFYwzg7jX,0.374,0.068,11,-21.842,0.0517,0.995,0.934,0.119,0.241,66.01,4,3
437,"Quiet, The Winter Harbor",Mazzy Star,255358,37,spotify:track:1OArWxrw689jZXaJzSErbh,0.321,0.0792,5,-17.737000000000005,0.0329,0.973,0.104,0.0888,0.106,145.293,3,0
438,Raven's Feather - Piano Solo,Nina June,256259,34,spotify:track:7sBlA4bK7gpf2H42K6Y0H3,0.594,0.0624,10,-19.409,0.0472,0.988,0.928,0.109,0.0738,123.999,4,3
439,Rayons de soleil,Marlies du Mosch,245200,18,spotify:track:13SBuUaDElB4vowkW6nQxk,0.315,0.102,11,-22.435,0.0423,0.987,0.954,0.104,0.1689999999999999,63.679,5,3
440,Reality,Chocolate Puma,213750,42,spotify:track:3sqyZAk7dUY3U4ApoJcRzJ,0.6509999999999999,0.836,6,-6.154,0.0588,0.000934,0.932,0.112,0.0741,127.986,4,1
441,Rebuscano,Olivia Belli,173319,37,spotify:track:55VX26X342cWBM7akigws7,0.416,0.0322,2,-29.145,0.0451,0.99,0.929,0.101,0.0614,120.321,4,3
442,Recording 15,Shannon Lay,242000,60,spotify:track:1vNfYCzcCJz0FY7MVVA9lM,0.552,0.126,11,-18.014,0.0306,0.956,0.0153,0.109,0.439,92.441,4,0
443,Reinventing Your Exit,Underoath,262573,57,spotify:track:591vJuuep0gfPhx9p8WPD5,0.45,0.978,9,-4.198,0.0637,0.000124,7.14e-06,0.361,0.268,155.014,4,2
444,Remains,Dries Beheydt,228622,32,spotify:track:288oxP29Qe5FikFIc1b1Gd,0.157,0.0755,7,-23.545,0.051,0.991,0.897,0.184,0.119,71.23,4,3
445,Renee's Song,Bazzi,130545,73,spotify:track:13iMiwdY7pgE1f7NwYKr1D,0.593,0.229,9,-8.888,0.0307,0.794,0.0,0.1669999999999999,0.42,117.823,4,0
446,Renegades Of Funk,Rage Against The Machine,274160,66,spotify:track:5YBVDvTSSSiqv7KZDeUlXA,0.6509999999999999,0.908,2,-4.019,0.0577,0.00184,0.000579,0.384,0.769,123.851,4,2
447,Rescue Me,DubVision,187382,57,spotify:track:7DP18u679fMurjsUxuxMHu,0.494,0.7390000000000001,6,-4.61,0.0427,0.069,0.000368,0.0664,0.235,128.007,4,2
448,Retrospectacular,Domaine Blanc,200000,50,spotify:track:58Z8R4KZPbfTc6KVYZLwTb,0.368,0.293,9,-16.379,0.0346,0.81,0.8640000000000001,0.11,0.197,119.977,4,3
449,Revitalize,Yonder Dale,198545,34,spotify:track:1sPC2IR2UwzYUrItFRE1H3,0.597,0.327,9,-15.743,0.0342,0.95,0.96,0.0966,0.0399,109.99,4,3
450,Ring The Alarm - Stadiumx Remix,Nicky Romero,173333,45,spotify:track:3LmiKN6q3OwFD3sV8rhkk2,0.625,0.994,1,-1.689,0.0501,0.00032,0.0461,0.767,0.35,125.032,4,2
451,Rise (ft. Matluck) - Thomas Gold Remix,Nicky Romero,225937,0,spotify:track:24fghf9YPlSHoWKNHign8p,0.501,0.784,7,-4.292,0.0417,0.0071,0.000257,0.155,0.216,128.05200000000002,4,2
452,River,St Woods,276960,42,spotify:track:2mXnsGgq0K4qfcYmw0rccK,0.304,0.317,11,-10.52,0.0285,0.73,0.00519,0.118,0.0596,147.83,4,0
453,Riverside,Agnes Obel,228546,3,spotify:track:1UmFRZU3taMGZApPhK32mc,0.648,0.177,9,-13.474,0.0311,0.985,0.000353,0.134,0.236,99.101,3,0
454,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,281613,82,spotify:track:3gdewACMIVMEWVbyb8O9sY,0.601,0.532,10,-9.119,0.0286,0.4320000000000001,6.25e-06,0.0925,0.341,136.571,4,1
455,Romance,Ex:Re,403469,0,spotify:track:7Ky78y9gxAKlujRin3vzZf,0.716,0.644,9,-12.444,0.0718,0.884,0.617,0.138,0.464,121.053,4,0
456,Roses,OutKast,369573,72,spotify:track:6bUNEbXT7HovLW6BgPCBsb,0.7509999999999999,0.708,0,-5.645,0.0545,0.0481,1.83e-05,0.107,0.509,108.97,4,1
457,Rusted From the Rain,Billy Talent,254613,47,spotify:track:0tzWCL2uhb2xQDWgG259nU,0.431,0.858,7,-3.533,0.0306,0.000481,7.65e-06,0.385,0.616,174.979,4,2
458,Rylan,The National,223853,56,spotify:track:18IyalmZGqUTwvZStMf7A1,0.609,0.789,11,-5.565,0.0468,0.403,0.0811,0.0446,0.7170000000000001,144.047,4,0
459,Sad Corny Fuck,JP Saxe,220520,55,spotify:track:5YlHgqWo3Kt2mF88ubmR62,0.604,0.179,2,-15.383,0.0339,0.835,0.0,0.162,0.391,124.982,3,0
460,Sadness,Marynka,453804,33,spotify:track:2aoxz8c3bHyDrZBhTKnTXh,0.35,0.0706,5,-24.271,0.0441,0.991,0.931,0.1,0.0877,102.507,4,3
461,Sahara Love - Seven Lions Remix,Above & Beyond,322892,52,spotify:track:6KjTXwntv8paBCL3El9TnV,0.275,0.659,6,-5.631,0.039,0.0418,4.15e-05,0.079,0.149,144.908,4,2
462,Same Direction,Hoobastank,195293,0,spotify:track:7p5HBV5kqLgw0vK0lQ7eXM,0.401,0.988,2,-3.3080000000000003,0.0916,0.00492,0.0,0.4,0.514,169.024,4,2
463,Samson,Regina Spektor,189335,51,spotify:track:2bbhyUWJ5VjdfI3P4PRLu2,0.49,0.193,11,-9.544,0.0421,0.862,9.74e-06,0.113,0.184,89.154,4,0
464,Saving Daylight,Harvest Silence,206820,52,spotify:track:0rDXZpaDpGMbT8ON1DxEtT,0.526,0.385,0,-13.755,0.0296,0.456,0.922,0.0935,0.212,120.008,4,3
465,Savior,Rise Against,242280,70,spotify:track:3asFGFY3uLjMDmML1p0tYm,0.339,0.931,5,-3.425,0.062,0.0015,0.0001419999999999,0.425,0.467,112.548,4,2
466,Say Days Ago,The Used,197866,40,spotify:track:0fcGdkaMVaJtPuYLB6bXRx,0.362,0.979,4,-4.262,0.205,0.00022,0.0,0.459,0.195,89.431,4,2
467,Schloss,Elmau Dunkel,222093,51,spotify:track:07EmFV0AOKNsbtNonzmMJj,0.438,0.073,1,-21.94400000000001,0.0411,0.968,0.755,0.0935,0.0668,79.973,4,3
468,Secrets,Erik Frank,215714,57,spotify:track:3PGYOWmCia5R4iLRnGHwyf,0.743,0.748,0,-4.822,0.0519,0.762,6.25e-05,0.0939,0.476,126.086,4,2
469,Send It,Steve Aoki,182671,60,spotify:track:2GXOmuU3kApsq2TWqOU5Bm,0.6459999999999999,0.979,4,-5.312,0.101,0.0199,0.7759999999999999,0.38,0.091,124.066,4,1
470,Send Me on My Way,Various Artists,263333,73,spotify:track:6hs3SDnbO3f6VQuPO4KBEb,0.5,0.6809999999999999,0,-9.556,0.0672,0.114,4.01e-05,0.139,0.745,119.46,4,1
471,Seven Nation Army,The White Stripes,231920,7,spotify:track:3m6KkYKdnbffMpGd9Pm9FP,0.745,0.466,4,-7.62,0.0864,0.0066599999999999,0.35,0.272,0.303,123.889,4,1
472,She Kind of Looks Like You,AFTRHOURS,204241,41,spotify:track:6dZO9UMcM7c1YLDBpEHwED,0.9,0.255,6,-12.664,0.221,0.632,3.91e-05,0.0953,0.483,94.978,4,0
473,She Remembers (Piano Solo),Pieter Savenberg,122537,27,spotify:track:2UaXTR0Xv4SCDQ6wIlVNxC,0.619,0.0203,6,-26.572,0.0369,0.996,0.944,0.0812,0.337,135.86,4,3
474,Shifts Of Light,Avery Young,261613,53,spotify:track:0KN1zd8K3MTPQyix892mCf,0.455,0.216,3,-20.107,0.0363,0.931,0.921,0.0839,0.179,171.93599999999995,4,3
475,Shimmer,Fuel,213948,57,spotify:track:6DzbmjkVZpz1mrDobAoJI8,0.263,0.784,7,-6.513999999999999,0.054,0.00192,0.0,0.15,0.385,114.671,4,2
476,Shine,Manse,163124,54,spotify:track:6YbVddGFPcfOVJrxhUusbV,0.428,0.873,10,-3.499,0.0566,0.0259,2.64e-05,0.6679999999999999,0.285,127.95,4,1
477,Should Have Known Better,Sufjan Stevens,307697,65,spotify:track:5I6y1KWmUoV5YCaIEcs1qs,0.5710000000000001,0.172,7,-20.7,0.0318,0.979,0.275,0.124,0.297,90.972,4,0
478,Should I Stay or Should I Go - Remastered,The Clash,188240,68,spotify:track:3v8PlUFGQQDBIk1J86waCo,0.742,0.8440000000000001,2,-6.441,0.111,0.0838,0.0,0.418,0.85,113.371,4,1
479,Silhouette,Julia Holter,233546,37,spotify:track:4riNlzZh1Xd4xqbIWy7zfM,0.445,0.469,8,-5.981,0.0291,0.173,0.000624,0.0998,0.535,178.05200000000005,4,0
480,Silver Lining,Pieter de Graaf,225839,46,spotify:track:4w7vMUyVony198G1c79PSq,0.317,0.106,1,-20.574,0.0302,0.986,0.899,0.111,0.108,78.66,4,3
481,Simple Song,Passenger,228480,62,spotify:track:70HWRkitkAKfos500LBk0T,0.631,0.402,5,-11.125,0.0286,0.616,0.0114,0.0892,0.598,78.0,4,0
482,Sinking Man - The Walking Dead Soundtrack,Various Artists,166560,0,spotify:track:5Hd6DPGjqihEnWSiGRzqr6,0.684,0.0646,10,-18.052,0.0522,0.905,1.86e-05,0.0789,0.334,95.99,3,0
483,Sintra,Made Of Gold,201951,49,spotify:track:0b6iQfSLnYGz5VCzwndLz9,0.395,0.147,2,-19.174,0.051,0.984,0.909,0.0724,0.1669999999999999,164.176,4,3
484,Siren Song - Radio Edit,CamelPhat,207301,39,spotify:track:1uGXhKyK50NIXNqBKN73DS,0.71,0.705,7,-7.417000000000002,0.0345,0.00891,0.16,0.177,0.34,119.986,4,1
485,Skinny Love,Bon Iver,238532,67,spotify:track:1NyFRrFiJAJIaR6icj1goI,0.5920000000000001,0.256,4,-14.031,0.0449,0.8420000000000001,2.38e-06,0.088,0.103,76.361,4,0
486,Sleep,Hope Sandoval and the Warm Inventions,228873,25,spotify:track:7C0naD1GsrGZTKGMbg7m7I,0.55,0.596,10,-8.962,0.0335,0.843,0.462,0.15,0.207,143.18200000000004,4,0
487,Slow It Down,The Lumineers,305346,0,spotify:track:0ewX9JsKy9oa4IifkFSroa,0.423,0.0657,1,-14.421,0.0386,0.928,1.4e-06,0.0922,0.105,98.489,3,0
488,Smile,Lily Allen,196893,75,spotify:track:79z9QkhHePTFsSeVw9uyj0,0.632,0.639,5,-5.938,0.0259,0.00143,0.0,0.221,0.733,95.506,4,1
489,Smooth Criminal,Alien Ant Farm,209266,0,spotify:track:2T3blUc9Jnui2a0ZhuNOag,0.653,0.966,9,-4.2360000000000015,0.0598,0.00287,0.0026,0.143,0.8740000000000001,126.921,4,2
490,Snowfall,Florejan,164703,31,spotify:track:51USOvxeXLH3EvL3RwWJp7,0.4370000000000001,0.0747,1,-20.209,0.0648,0.984,0.914,0.109,0.175,117.078,4,3
491,Solitude,Joep Beving,225829,57,spotify:track:21UkknmSYISvDaQbaMIOgq,0.342,0.0311,9,-26.999,0.0355,0.995,0.92,0.131,0.0634,97.622,3,3
492,Some Kind Of Love,The Killers,278093,55,spotify:track:0vicQm86o7GnT42GdG34sA,0.246,0.482,8,-9.949,0.0359,0.713,0.226,0.102,0.0776,141.863,4,0
493,Somebody - Josef Bamba Remix Radio Edit,Oliver Ingrosso,227404,42,spotify:track:5riuN21I50r717iOmCJ7Kr,0.67,0.88,4,-6.419,0.044,0.00162,0.0,0.261,0.312,121.004,4,1
494,Somebody That I Used To Know,Gotye,244884,77,spotify:track:1qDrWA6lyx8cLECdZE7TV7,0.865,0.521,0,-6.932,0.0371,0.5479999999999999,0.000115,0.0989,0.748,129.059,4,1
495,Someday,City of the Sun,288040,53,spotify:track:5zOetBDO9NONS4KnIBXtnx,0.5720000000000001,0.5710000000000001,8,-10.067,0.0331,0.265,0.917,0.109,0.115,96.986,4,3
496,Someone Like You,Adele,285240,79,spotify:track:6QPKYGnAW9QozVz2dSWqRg,0.5539999999999999,0.321,9,-8.251,0.028,0.893,0.0,0.0996,0.288,135.047,4,0
497,Someone New,Thomas Gold,182812,58,spotify:track:2GkPTpFLY0NG8jrAHPoSnn,0.655,0.794,6,-5.29,0.0765,0.00297,1.34e-05,0.1,0.389,127.957,4,1
498,Somewhere Only We Know,Valentin,193750,51,spotify:track:1EwyAL8SdJpIX0M9b1ArAp,0.472,0.305,8,-11.465,0.0295,0.84,0.0,0.142,0.584,165.9,4,0
499,Son of a Lady,Hope Sandoval and the Warm Inventions,225233,23,spotify:track:1mc5ECVjhFQUMzdsvX9gwf,0.272,0.337,9,-13.724,0.0338,0.895,0.713,0.0764,0.0374,93.64,3,0
500,"Song to the Siren - Recorded at Strongroom Studios, London",Wolf Alice,211159,42,spotify:track:0hx6wJdPlMpT254F9UYQNu,0.371,0.15,2,-11.116,0.0294,0.963,0.0,0.124,0.0785,68.774,4,0
501,South Beach,Vicetone,201951,54,spotify:track:4GQVsXO7jkxg43UmAd1Tbb,0.501,0.887,1,-3.941,0.0424,0.0303,2.64e-05,0.114,0.336,123.052,4,2
502,Spirit In The Sky,Norman Greenbaum,242893,0,spotify:track:7fqhrLJzKHJ0RW32N0y2Gp,0.537,0.606,2,-7.047999999999999,0.0347,0.0939,0.00559,0.11,0.5820000000000001,128.73,4,1
503,Start Me Up - Remastered,The Rolling Stones,213066,77,spotify:track:7HKez549fwJQDzx3zLjHKC,0.631,0.932,5,-4.142,0.0354,0.0436,0.1369999999999999,0.0918,0.971,122.429,4,1
504,Stay,Gracie Abrams,177152,67,spotify:track:0Uon5NsSAkBDx69XYOaQ5P,0.618,0.37,10,-10.5,0.0543,0.883,0.0,0.123,0.433,114.26,4,0
505,Stay Here,Olaars & Will Philips,176129,52,spotify:track:69vYa2LVWv1TXvNIVNlJA1,0.4320000000000001,0.8390000000000001,6,-3.901,0.0425,0.0149,0.0,0.362,0.269,123.987,4,2
506,Stay Home,Golden Sleep,176000,34,spotify:track:5NRWr6U9kBI3NP7Hr7fyy8,0.234,0.174,9,-21.752,0.0376,0.992,0.942,0.148,0.362,66.301,4,3
507,Stay Still,Alberto L. Ferro,283506,30,spotify:track:12nlJypOUmAV4VQxFvfAw1,0.382,0.0305,11,-26.271,0.0574,0.987,0.7829999999999999,0.0921,0.0835,72.398,4,3
508,"Steady, As She Goes",The Raconteurs,215266,1,spotify:track:2VAlwOewe5c40VHyqozF1V,0.534,0.605,9,-4.3660000000000005,0.113,0.00865,0.00826,0.0781,0.56,123.003,4,1
509,Still Alive,Mastrovita,141951,42,spotify:track:3Y6wj6dRP3QmgXeV2zCzbn,0.65,0.912,11,-4.2780000000000005,0.055,0.3,0.6679999999999999,0.306,0.7290000000000001,126.073,4,2
510,Still Waiting to Start,Nina Nesbitt,183173,54,spotify:track:1yERtbTiF9fKGxaelyLJOA,0.615,0.332,7,-10.161,0.0295,0.639,0.0,0.15,0.515,125.894,4,0
511,Stormy Weather,Lost Horse Mine,150169,50,spotify:track:7oXWUVH2t0UR11AvhhY8GQ,0.444,0.382,2,-9.324,0.0397,0.00308,0.816,0.0915,0.197,123.59,3,3
512,Story Of A Violin,Sandro Silva,154692,52,spotify:track:3JjPOBCCKmvtgSsVIDqFDl,0.5479999999999999,0.8640000000000001,11,-6.835,0.0881,0.0125,0.287,0.818,0.161,128.196,4,1
513,Strange Dreams,Ella van der Woude,133918,30,spotify:track:0YXPmthF2oHLQCYIGkSrZy,0.308,0.0229,9,-26.941,0.0406,0.988,0.8190000000000001,0.0935,0.148,145.717,4,3
514,Streets,Kensington,185358,0,spotify:track:265poZGWCyWo6h5tq7kiA6,0.376,0.7709999999999999,6,-5.8,0.0422,0.000874,8.98e-06,0.274,0.419,168.15400000000002,4,1
515,Stricken,Disturbed,245109,0,spotify:track:4VGUcTzWj0ebZ0UgI9irJL,0.404,0.969,8,-2.938,0.195,8.51e-05,0.0114,0.268,0.29,173.878,4,2
516,Stuck In The Middle With You,Various Artists,203893,73,spotify:track:1b7LMtXCXGc2EwOIplI35z,0.795,0.564,7,-10.482,0.0392,0.0934,0.000531,0.0631,0.961,124.166,4,1
517,Stupify,Disturbed,274000,61,spotify:track:54cWVWqgyFukgDKQYmaKM3,0.597,0.939,1,-3.0010000000000003,0.0446,0.00108,9.77e-05,0.201,0.422,98.0,4,2
518,Such Great Heights,Iron & Wine,251280,0,spotify:track:7vcuTZAFyu0Z5dgMRLR0h0,0.61,0.275,6,-10.644,0.028,0.8079999999999999,0.913,0.403,0.552,94.088,4,0
519,Suds & Soda,dEUS,314200,42,spotify:track:0MaUnKwsHKRj4qjLDuBG66,0.149,0.79,4,-7.93,0.052,8.51e-05,0.000248,0.0903,0.39,170.28900000000004,4,1
520,Suhpratti,Parazal,186542,38,spotify:track:4A6C6K8c8IukPda2f0rI8J,0.564,0.0515,11,-15.118,0.0338,0.974,0.765,0.114,0.214,93.961,4,3
521,Summer Boredom,Ella van der Woude,150031,29,spotify:track:1B96GJer0xmo0t9rZg5V4c,0.496,0.0281,2,-24.864,0.0372,0.994,0.951,0.0813,0.157,72.124,3,3
522,Summer-Blink,Cocteau Twins,189653,22,spotify:track:66epoq09V61hukB4Sdm3Q4,0.491,0.599,5,-6.7410000000000005,0.0274,0.168,0.0,0.166,0.189,80.048,4,0
523,Sun In Our Eyes - Don Diablo Remix,MØ,206452,55,spotify:track:1Cfws8y490Zpsqsyeme6V1,0.6990000000000001,0.861,4,-3.09,0.173,0.0589,2.64e-06,0.0794,0.315,125.942,3,1
524,Sunspots,Bodywash,283230,7,spotify:track:2yNeqUczAqpKSo8vFF00CR,0.379,0.499,4,-13.923,0.0411,0.00565,0.125,0.077,0.335,155.993,4,0
525,Supermarket,Manuela,224727,17,spotify:track:2K1OMOjqHBoJf3NT4J6meQ,0.588,0.352,10,-9.624,0.0403,0.812,0.0564,0.126,0.655,146.718,4,0
526,Supersonic (feat. Christian Burns),Swanky Tunes,245783,52,spotify:track:2d0UsAbvuAiCyR4oV6fiOq,0.34,0.923,0,-3.864,0.131,0.00814,0.0008289999999999,0.385,0.13,127.789,4,2
527,Superstition,Stevie Wonder,244826,1,spotify:track:4dwrL3Z5U2RZ6MZiKE2PgL,0.648,0.7509999999999999,8,-8.582,0.0806,0.0182,0.000401,0.0418,0.863,100.437,4,1
528,Surrender,Natalie Taylor,183103,84,spotify:track:0ecC8p17cDNlxHXkuYqeR6,0.39,0.448,5,-8.57,0.0276,0.8,0.182,0.107,0.077,144.89,5,0
529,Swerve City,Deftones,164986,55,spotify:track:2OUR8g12h5qsGDs1v5lqvp,0.457,0.964,10,-2.963,0.0656,0.0001,0.00811,0.67,0.3720000000000001,111.972,4,2
530,Take Everything,Gareth Emery,212238,54,spotify:track:2L93hpsnJ8scBHIQFZzh1b,0.506,0.823,6,-5.272,0.0424,0.0234,0.000916,0.303,0.405,133.954,4,1
531,Take on Me,a-ha,225280,84,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,0.573,0.902,6,-7.638,0.054,0.018,0.00125,0.0928,0.8759999999999999,84.412,4,1
532,Takeoff,Silo Silo,194666,53,spotify:track:4iKSrwTBu0vLSqmZUXSGXr,0.44,0.32,4,-12.011,0.0323,0.625,0.8859999999999999,0.0823,0.0694,180.03599999999997,4,3
533,Talking In Your Sleep,The Romantics,235093,61,spotify:track:7fRvtXvJMpGfTLdF0M09a1,0.72,0.967,9,-4.434,0.0343,0.0289,0.000345,0.142,0.977,129.766,4,1
534,Target,Tom Kalani,183000,55,spotify:track:60tHXabTlAhzlkXRDWl9cp,0.55,0.471,5,-16.049,0.0295,0.7140000000000001,0.952,0.0815,0.261,159.983,4,3
535,Teardrop - Remastered 2006,Massive Attack,328026,0,spotify:track:1ZekzmhuM380sFcUZePjmL,0.612,0.463,11,-7.653,0.035,0.0204,0.653,0.183,0.17,76.98,4,0
536,Teardrops - Single Version,Various Artists,230573,60,spotify:track:5HiKQLlJ3LAuz8J9yHB0HX,0.879,0.693,11,-10.577,0.046,0.037,0.119,0.18,0.966,133.231,4,1
537,Tears Don't Fall,Bullet For My Valentine,348386,61,spotify:track:1kdiiFGX1Htx0aVZYaDwEJ,0.212,0.926,7,-3.378,0.14,0.000725,4.83e-06,0.081,0.262,162.10299999999995,4,2
538,Teenage Dirtbag,Wheatus,241666,68,spotify:track:25FTMokYEbEWHEdss5JLZS,0.625,0.85,4,-3.904,0.0495,0.346,0.000233,0.174,0.633,94.661,4,1
539,Tegel,Lambert,151764,42,spotify:track:5Vh9sUjTiivWtvKmif40wy,0.233,0.0997,1,-25.616,0.0456,0.993,0.937,0.105,0.123,84.309,4,3
540,Telling Tales,Song Sung,252499,36,spotify:track:3AfZWVkAf2ipi68BMVvfwq,0.425,0.555,0,-11.806,0.0287,0.0262,0.284,0.206,0.247,108.991,4,0
541,Thank You for the Venom,My Chemical Romance,221093,61,spotify:track:0BpKPyXhWsTaWkgXeOd1Sn,0.486,0.977,7,-3.463,0.0603,0.00237,0.0,0.298,0.413,103.501,4,2
542,The A Team,Ed Sheeran,258588,34,spotify:track:2vBF8A6n0REigm7RSUM65S,0.626,0.286,9,-9.933,0.0374,0.6779999999999999,0.0,0.134,0.366,84.954,4,0
543,The Boys Are Back In Town,Thin Lizzy,266720,0,spotify:track:2iAq1y8jEVOQM6OA8L0XtO,0.319,0.7120000000000001,8,-9.742,0.0535,0.242,0.000414,0.294,0.773,78.11399999999998,4,1
544,The Calvary Cross,Still Corners,306893,32,spotify:track:65IP0rTvP6hFkIUNODG2VK,0.6609999999999999,0.425,9,-10.317,0.0312,0.675,0.13,0.104,0.19,114.042,4,0
545,The Choice,Gustavo Santaolalla,102373,59,spotify:track:2IXJyG1DX93g2EhFXghz37,0.303,0.00338,4,-30.932,0.0493,0.909,0.89,0.116,0.347,50.96,4,3
546,The Dazzler,Ex:Re,281567,0,spotify:track:12oa6kHYN9FamPdcpSM54i,0.775,0.218,9,-11.0,0.0461,0.343,0.00596,0.0866,0.361,133.036,4,0
547,The Disappearance of the Unmoved Mover,So Vea,269296,54,spotify:track:62uEGHla1SOT2rhVAyMn6K,0.627,0.4270000000000001,11,-11.498,0.0283,0.879,0.878,0.0977,0.132,112.043,4,3
548,The Discovery,Sulfur Springs,193000,55,spotify:track:5NKK0t7lYlyDsT5auDYKmq,0.414,0.127,0,-22.097,0.0383,0.8270000000000001,0.8220000000000001,0.0919,0.0354,130.02100000000002,4,3
549,The Dreamer,Charles Bolt,178148,55,spotify:track:3XnQ3OqmfvP5Sh6gACEKnG,0.235,0.0363,0,-18.9,0.0335,0.983,0.92,0.0823,0.0481,160.704,5,3
550,The Five Times I Loved You,Cora Zea,205695,50,spotify:track:0W4RUo3m0jL0wHADS0PLme,0.41,0.0845,4,-21.814,0.0327,0.988,0.93,0.109,0.0795,92.033,4,3
551,The Funeral,Various Artists,321146,0,spotify:track:4Ao5JXfOIMJGlVo8sJpjFr,0.316,0.769,0,-5.285,0.0422,0.0143,0.0,0.0928,0.118,122.458,4,0
552,The Good in Goodbye (Alternate Version),Alexander Wren,249576,40,spotify:track:4IUfRZY8k9MHRsStnjMTUb,0.7090000000000001,0.299,0,-9.001,0.0297,0.59,0.00292,0.111,0.423,112.984,3,0
553,The Hardest Button To Button,The White Stripes,212426,56,spotify:track:5vVwPth7ccUHil5wsUG7ky,0.6920000000000001,0.515,4,-8.488,0.0678,0.0097,0.292,0.103,0.5489999999999999,128.469,4,2
554,The Hell Song,Sum 41,199493,37,spotify:track:2iyriVrfEXWD7YRfPqub7l,0.343,0.956,8,-5.073,0.0739,0.000135,0.00165,0.143,0.5529999999999999,173.325,4,2
555,The Hummingbird,Barry Adamson,221000,0,spotify:track:60Rodg2E5ghUbYBrBFr0TA,0.478,0.901,9,-4.9830000000000005,0.0334,2.27e-05,0.0801,0.326,0.5770000000000001,94.964,3,0
556,The Hunger,Bat For Lashes,299000,26,spotify:track:7AaSbMyCeUxcGsvCmzmfEJ,0.436,0.753,4,-9.76,0.0359,0.0402,0.0204,0.148,0.399,89.96799999999998,4,0
557,The Joker,Steve Miller Band,264503,77,spotify:track:1bp2IO61zbQrbWNmKKxg3f,0.596,0.448,5,-9.616,0.0396,0.365,5.3e-06,0.206,0.7959999999999999,83.29299999999998,4,1
558,The King (with Dzeko),Dimitri Vangelis & Wyman,209493,59,spotify:track:40UbcJWyWPqOWFvv4Dpvfc,0.655,0.726,9,-4.614,0.0324,0.0587,0.00311,0.145,0.292,128.001,4,2
559,The Message,Still Corners,292480,53,spotify:track:3oLJlBI7OveRtPOuMe4oaM,0.64,0.695,5,-9.919,0.0326,0.00278,0.611,0.337,0.343,117.999,4,0
560,The Mind's Eye,Song Sung,331179,26,spotify:track:1igVdCr2mrzwu2lHxUbJWn,0.376,0.546,7,-12.678,0.0362,0.000708,0.777,0.359,0.305,115.995,4,0
561,The Night We Met,Lord Huron,208211,17,spotify:track:6mORGLOz79w6VsCRLWYYuK,0.443,0.369,9,-9.514,0.0441,0.969,0.277,0.638,0.0989,174.107,3,0
562,The Night We Met - Rework,Nico Casal,177322,31,spotify:track:6lUDMNgZEaXVprnVgoprfT,0.506,0.0434,9,-19.948,0.0442,0.992,0.866,0.123,0.0823,110.723,5,3
563,The Safety Dance,Men Without Hats,164866,61,spotify:track:5O4NFbDqJ8SOfbjnIhdPDt,0.524,0.8809999999999999,5,-4.479,0.0468,0.0252,0.0,0.101,0.62,101.677,4,1
564,The Snail’s Teachings II: The Wonders of,Steven Vrancken,198250,37,spotify:track:2plPRo1J2A2erccAh1eJMB,0.334,0.00961,5,-27.24,0.0416,0.944,0.901,0.105,0.0916,68.153,3,3
565,The Temporary,Kate Teague,219018,36,spotify:track:5g5dwJD6zwXG81LRdEsnQr,0.5489999999999999,0.524,0,-8.288,0.0261,0.292,0.0366,0.122,0.229,94.991,4,0
566,The Times Are Tired,Alaskan Tapes,242466,26,spotify:track:1c6aKOdOoR1TFqn0JTyc4R,0.216,0.195,8,-14.026,0.0382,0.792,0.93,0.102,0.14,61.555,3,3
567,The Wall,Alok,159500,59,spotify:track:0Qp1IH1EkRCNabfgzxNMUT,0.682,0.91,11,-2.314,0.0431,0.00953,0.0673,0.0732,0.536,122.943,4,2
568,There For You,Gorgon City,186493,68,spotify:track:4Qv71lFPCObf7zol1uWCJb,0.5329999999999999,0.8440000000000001,11,-5.04,0.0302,0.00529,8.909999999999997e-05,0.0722,0.7120000000000001,123.971,4,2
569,Thin White Duchess,Martin Thulin,252392,28,spotify:track:0QevFRZ5eiXah4VZWeviK4,0.537,0.655,7,-8.193999999999999,0.0374,0.115,0.294,0.243,0.283,119.965,4,0
570,Thirteen Thirty-Five,Dillon,223085,0,spotify:track:3N2vr4m44BBZiVCZ0O4bnf,0.67,0.293,5,-10.56,0.0486,0.7859999999999999,0.0,0.215,0.36,66.97399999999999,4,0
571,This Reminds You - Satie Remix,Remy Van Kesteren,321146,0,spotify:track:7sJm369JitaQLnkymEMe7f,0.258,0.0589,5,-23.782,0.0381,0.87,0.898,0.148,0.0378,98.874,4,3
572,Throw Me a Bone,Goat Girl,147248,26,spotify:track:5fw57RymBIg7ys4M8tWJ5H,0.516,0.487,5,-10.55,0.0331,0.585,0.0507,0.168,0.209,96.204,3,0
573,Tilted Towers,Alesso,259475,50,spotify:track:5hdAQegqnitMjNacfLOHQd,0.7020000000000001,0.8420000000000001,7,-5.059,0.0331,0.000771,0.828,0.28,0.175,124.01,4,1
